Date,Content,Name,Rating
12/20/2018,Good,Faisal Tanjung,4
12/20/2018,Super,,5
12/20/2018,moja,,5
12/20/2018,awesome,Robert Nester,5
12/20/2018,awesome game but the help and support team just sucks you Without providing any help.,Shady Lyrics,4
12/20/2018,Ok,,3
12/20/2018,Always there is net connection error .... Eventhough we having a good network.... Game is full of bugs....,gowtham chandresekar,1
12/20/2018,In this game we can send request for our friends but we cannot chat with them with other clan please add a friend chat in the next update please,Preetham Preetham,5
12/20/2018,Vvvvvv nice,Gokul Bullet,1
12/20/2018,Good,,5
12/20/2018,WWW OOO WWW,Kamlesh Kumar,5
12/20/2018,I love this game 😀,Rheaonin Domingo,5
12/20/2018,best game of the world,RG CLASHER,5
12/20/2018,yes is good game but builder hall attack in opponent attack is very hard builder hall in supercell plese only builder hall attack in depand opponent base is equal😠😠😠,,2
12/20/2018,Great Tower defense game while also progressing your village from other Chiefs,Kamaljeet Kaur,4
12/20/2018,"wow! it is a best game in the world i am in the level of 20 and i have pekka , wizard,barbarian,walkary,healer and dargon, baby dragon please download this game 😚😚😚😚😚😚😚😚😚😚",Ajay Bhatnagar,5
12/20/2018,OK thanks,,1
12/20/2018,PUBG made me uninstall this,Mohammad Al amin,4
12/20/2018,pathetic,Rahul Sachdeva,1
12/20/2018,super app but it was attiting,,5
12/20/2018,cool,Jorgen_ Sunari,5
12/20/2018,It is very amazing game,Mahmood Ahmad,5
12/20/2018,Awesomeeeeeeeee Appp😘😘😘😘😘😘😘😘😘😘😘😘 i lov it,,5
12/20/2018,great,,5
12/20/2018,your new updates always make my phone to hang...plz fix this..and your mega byte is too much to update in my area,Daporijo Dream,3
12/20/2018,This game is very good but can u make the electro dragon little more speed please.This game is challenging and interesting,,5
12/20/2018,It's cool game,Bikash Panda,5
12/20/2018,good game,Objet D Art InstituteJewellery,5
12/20/2018,best,pritam shil,5
12/20/2018,My exprince is very good In clash of clans this is my favorite in the whole world i have never seen like this any game I love this game I am a very big fan of this game I hope more and more updates come of clash of clans that this game becomes more better and many people will like to play a game like clash game so please make many updates of clash of clans I am a player of clash of clans I am th12 which is five star and am on the no 1position in the world I am glad that I am a coc player thanks,Dyrick D'souza,5
12/20/2018,this is the great game in the world .all play the game and enjoy,rohit Chatterjee,5
12/20/2018,nice,,5
12/20/2018,I Like the game,Samuel Bright,5
12/20/2018,update have also the same.. very POOR,Nelj Portallo,2
12/20/2018,Very good game this is a very good game for me,Norrashid Mohd. Salleh,5
12/20/2018,Totally waste of precious time...... hopefully dev will change few settings in game to save our time,F.R .E,1
12/20/2018,best game h dude,,5
12/20/2018,this is a rediculus game,,5
12/20/2018,One of the best games I have ever played❤,AJNUR KUŠUNDŽIJAッ,5
12/20/2018,Osm....,dhruv goel,5
12/20/2018,make gemes easer to get,,5
12/20/2018,Very nice game to play,,5
12/20/2018,its nice game and i like it so much,Padmakar Pandey,5
12/20/2018,I love this game,,5
12/20/2018,nice game,,5
12/20/2018,It's the best strategy game I ever played .,,5
12/20/2018,Best,,5
12/20/2018,Awsome game bro.,,5
12/20/2018,Nice,,5
12/20/2018,I love it,Louisa Kurewaseka,5
12/20/2018,Nice game,,5
12/20/2018,nc,,5
12/20/2018,it is a super game,jhanesh bhuvanesh,5
12/20/2018,best game,ankita meena,5
12/20/2018,Please  help  and support  children,Anoop Tiwari,5
12/20/2018,Its an awsome game...😀,,5
12/20/2018,nice game,,5
12/20/2018,isme aur feauter dalo,,5
12/20/2018,This game is too good. Please add some more troops and defenses. Good game i love it. Thanks Supercell,Rishu Yadav,5
12/20/2018,good game,,5
12/20/2018,I love this game,,5
12/20/2018,It is Good,,5
12/20/2018,It is Good,,5
12/20/2018,Why when I updated this app it's up to 100 percent then when I open the app.... it says needed to update even though I've been updated this app.... I've been waiting and excited to open this game and says needed to update??? Your wasting my Data.... It repeated this 6x until now nothing is change..... SCAM!!!... please in updating there will be no need to update in the Playstore ... Just like MLBB no need the Playstore to update....,delia casabuena,5
12/20/2018,better,,5
12/20/2018,THIS IS A NICE APP AND ALSO A NICE GAME FOR ALL KINDS OF CHILDREN I LOVED THIS APP. THANKS SUPPERCELL FOR MAKING SUCH A NICE APP AND ALSO TO PLAY STORE AND APP STORE .💚💚💚💛💛💛❤❤❤,,5
12/20/2018,please give updates time big,,3
12/20/2018,best game,,5
12/20/2018,I reached til town hall level 6 but after some days I reached till th level 12 want my th 12base my real one not th1 because I did a lot of work in my th6 base please please please de do yaar th 1 is mad give its rating 000000000000 pls pls 5stars not at all they are not giving my real base 0 star ratingggggg 00000 u r 0000000000000000000000000000,Anshu Kast,1
12/20/2018,"I was not playing for alongtime,now ican play but needed supercell code .They answer me no supercell code for me That time ihate this game thats unfair",Bad Girl Girl,1
12/20/2018,lllllllllllllllllllllkklllllllllllllllllll,crazy teddy,5
12/20/2018,Nice nice good,,5
12/20/2018,thanks,Jessica Clarito,5
12/20/2018,I love it,Mr. gamer Perez,5
12/20/2018,my th is 9 but it is not starting i reqest supercell to return it but they ignore me,Mandakini Mali,5
12/20/2018,"The game is in a word awesome. No second thoughts. But it could have been better if there was an option to deploy multiple builders for upgradation. So devs, this is a req from me, as well as other players who agree to this fact.. TY :)",Arghajit Ghosh,5
12/20/2018,Updates take too much time...,Sheikh Saab,5
12/20/2018,thanks for clash of clans,Johnjezhrell Acha,5
12/20/2018,Best game in the app store. Been building for years.,Gigi Johnson,5
12/20/2018,great!,John Robert Austria,5
12/20/2018,BEST FRICKIN GAME IN THE WORLD ROCK ON SUPERCELL,Laura-Lea Berna,5
12/20/2018,Honor 7c Khel kar mjhh ata hain,Saddik Hussain,5
12/20/2018,awesome,,5
12/20/2018,best game ever,,5
12/20/2018,"please change back to google play ID, we can't login every time because I have multi account every time I can't enter code so plz change to google play ID",Paramesh Nanu,1
12/20/2018,I Love You,Abul Hasnat,5
12/20/2018,very very nice game. i love to play this game,Ashwini Varute,5
12/20/2018,Upgrade to 12 +,AB Bilal,5
12/20/2018,Fantastic game,,5
12/20/2018,fun and a perfect game for stradegy,,5
12/20/2018,Good,Santhosh .p.k,5
12/20/2018,good,fahim mia,5
12/20/2018,"i give 5 star ,but troops are boaring now , ice golem what the ?are. 👍😢👍😢",,5
12/20/2018,*Awesome* The long term game is the best for coc. New updates made me come back again. Countless times I uninstall the game from 2014 till now.,,5
12/20/2018,net waste,Nupur Singh,1
12/20/2018,Amazing but little boring,,4
12/20/2018,good.... good!,Fayyadh Hadiq,5
12/20/2018,awesome,Noah Martin,5
12/20/2018,I just love this game.,,5
12/20/2018,nice game with world,,5
12/20/2018,the best game in the world i like it.,Sayan Chatterjee,5
12/20/2018,new town hall 15,,5
12/20/2018,Great,Solomon Kanaabi,5
12/20/2018,It is an excellent game. It is very interesting to play.,Pradip Shanker,1
12/20/2018,Spiel,Ely Rosenzweig,5
12/20/2018,good but need to nerf the time for building,,4
12/20/2018,It would be a better game if coc has also a one on one battle,Beaver Parungao,4
12/20/2018,WAR matching sooo chip new update,Arslan Master,5
12/20/2018,Love it and play it!!!👌😉😉,Chandan S.P,5
12/20/2018,I' love this game forever,Ricky Gutierrez,5
12/20/2018,"i love this game,,,,,",,5
12/20/2018,best game,,5
12/20/2018,good,,5
12/20/2018,Nice,,5
12/20/2018,very bad game it is but what can i do i can t play pubg thats i play coc . thats a matter . . . . . . . ..,,1
12/20/2018,nice game ......but we need a Bangla language...........,,4
12/20/2018,awesome a good game,Mdlemon Sarker,3
12/20/2018,so boring against PUBG MOBILE,Pratyush Pradhan,1
12/20/2018,The best game in the world,Rohan Bholah,5
12/20/2018,Very nice game,,5
12/20/2018,nice game,,5
12/20/2018,liked this game very much. it's adventurous game.according to me it's a very good game.,,5
12/20/2018,আমাদের বাংলা ভাষা দেওয়া যায়না,,5
12/20/2018,very nc,ashley maine,5
12/20/2018,very nice game,Jatin Bhatia,5
12/20/2018,Very Beautiful Strategy Game💖,Eu Zayne,5
12/20/2018,good game i love the updates,Mike Aquino,5
12/20/2018,very very very very awesome game then any else .,,5
12/20/2018,bug fix love it,,5
12/20/2018,very good game,,5
12/20/2018,Beautiful game and super,,5
12/20/2018,plese town hall 12 and im your friend Fahim,,5
12/20/2018,My first good game,,5
12/20/2018,the time are goood,,5
12/20/2018,showing too many ads... please fix it,Sawan Subba,5
12/20/2018,Kurang seru gamenya kurang menantang udh th 12 jadinya udh pro wkwkwk,Riyae,4
12/20/2018,Good,,5
12/20/2018,thank,,5
12/20/2018,well,,4
12/20/2018,Most intersting game of the world.....😍,Rudranath Hazra,5
12/20/2018,"this gam dosenot needs any review ,we all know how good it is",Biswajit Boro,5
12/20/2018,very good game,,5
12/20/2018,very good game,,5
12/20/2018,very realistic game!!!!!,,5
12/20/2018,it's always on top,,5
12/20/2018,rood game,RAJKUMAR MONDAL,5
12/20/2018,Love it,,5
12/20/2018,soo amazing,Aiman Killer04,2
12/20/2018,"Fantastic game in my life . like night/ morning bases make one more .with ney troops ,new model etc..",Adithya S Pillai,5
12/20/2018,good geam,,5
12/20/2018,best game in the world,Jaideep Rajput,5
12/20/2018,This is very amazing and cool game and town hall 12 update is so cool,,5
12/20/2018,I am darshil,,4
12/20/2018,Good,,3
12/20/2018,Nice game for me,,5
12/20/2018,Love you coc!,Rashna Sharmin,5
12/20/2018,this game is vry nice,,5
12/20/2018,"enjoyable,i really love it ..i play it offten",,4
12/20/2018,supercell should improve the controls of (COC) CLASH OF CLANS......anyways it is a very Fantastic Gameplay..and i wish that more people play this game in future.,Aditya Jha,5
12/20/2018,"Its soo good game, im download this game 3 time.... 😊",Chirag Tadose,5
12/20/2018,nice but some hacker,,5
12/20/2018,cool,,5
12/20/2018,Nice but make more highly graphics,,5
12/20/2018,An awesome Game ever.,d killer,5
12/20/2018,it needs more educational value,SCIENTIST 007,5
12/20/2018,I love this game,richa prakash,5
12/20/2018,pubg is 1000000 per fent better than you,gun shot,4
12/20/2018,Just Addicted to it,ABHISHEK BHADE,5
12/20/2018,best game ever,,5
12/20/2018,It's a very interesting game,,5
12/20/2018,I like this game,,5
12/20/2018,i love this game,,5
12/20/2018,awesome game,Laurence Tenedor,5
12/20/2018,cool gm,Nishant pathania,5
12/20/2018,well,Akhil Marumudi,5
12/20/2018,super,,5
12/20/2018,DOPE,,5
12/20/2018,I Love Game clash of clans,,5
12/20/2018,TOWN HALL SHOULD UPDATE 12.,Morium Begum,5
12/20/2018,Just takes a lots of Space and sometimes slow,Nazmul Hasan,2
12/20/2018,It is so different game. Better than pubg,,5
12/20/2018,Perfect game forever,Ashifa Hussain,5
12/20/2018,It is so different game. Better than pubg,,5
12/20/2018,Perfect game forever,Ashifa Hussain,5
12/20/2018,give me one more defeat then i will delete coc,subodh mudhol,1
12/20/2018,zul88,DAENG DANIEL HUSSEIN,5
12/20/2018,Its quite amazing experience. Upgraded version is fabulous having those ice sprinkles.,Sarang Masurkar,5
12/20/2018,bad game,Alwin Sebastian,1
12/20/2018,it so crazy,,2
12/20/2018,This game is the betest game of the world.,,5
12/20/2018,Sup app sup game iam th12 max tamila,dilip kumar,5
12/20/2018,nice game bro,,5
12/20/2018,Worst game,Arpan Maity,1
12/20/2018,this was a great game I did not see a beautiful game,seetha aadhi,5
12/20/2018,it mid a little lagy but it happens when you haven't played so ya it is great try it,Marleen Pollok,5
12/20/2018,excellent,Gomathi S,5
12/20/2018,amazing,,5
12/20/2018,super games,,5
12/20/2018,excellent,,5
12/20/2018,FANTASTIC,,5
12/20/2018,this is avery best game anh my th is 8 max,rajiv verma,5
12/20/2018,"its good,addictitive and so on....bla bla bla",Bhaskar Mandal,5
12/20/2018,it so wonderful game for war,ansh barot,5
12/20/2018,"good graphics, good and easy gameplay and updates are superb",shatrughan kumar,5
12/20/2018,It's veryfanny and happy ect.,,5
12/20/2018,really addictive,DoctorL Gaming,5
12/20/2018,this game is vary good i love this,Mustafa Sarwary,5
12/20/2018,excellent game,sunil kumar,4
12/20/2018,i love the game! but after the update my layout edit is gone help fix pls!!,,4
12/20/2018,awsome game i ever played,Adarsh Pradhan,5
12/20/2018,No word described on this game,Sapna Rawat,5
12/20/2018,IT IS SO AMEAZING AND VERY SUPERB GAME OF ATTACKING AND DEFENDING ....,Mohammed Sadiq,5
12/20/2018,wow,A Google User,5
12/20/2018,Very special for the world,Antara Ghosh,5
12/20/2018,best game ever,,5
12/20/2018,I love this game its fantastic ...but nows days am having trouble with the startup of app...i have to install it everyday....,Ridhin Tomi,5
12/20/2018,I like it,,5
12/20/2018,love it!,Swordmasterninja Gamer,5
12/20/2018,very good game,Shorif Hassan,5
12/20/2018,It's very nice game.I like it very much.,,5
12/20/2018,tambahin fitur percakapan sosial agar bisa bicara sesamateman saja jadi punya teman obrolan tanpa clan okk,,5
